text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings,word_percentage_yersushalmi,Page,Side,Line
mymr,"Masekhet: 5330025, Page: 16, Side: c, Line: 53, Word: 2",verb G,,,,,to say,to command,to think,idiomatic and special usages:,מימר,)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,16,,53
"""ntxmM""","Masekhet: 5330025, Page: 16, Side: c, Line: 54, Word: 0",No data,,,,,,,,,נתחמם,None,No data,,23.98480797695953,16,,54
w)yt,"Masekhet: 5330025, Page: 16, Side: c, Line: 54, Word: 1",verb G,c,,,,,,,,ואית,w_,verb peal | conjunction,,5.046413695769412,16,,54
db(y,"Masekhet: 5330025, Page: 16, Side: c, Line: 54, Word: 2",verb G,c,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,דבעי,d_ d_ c,verb peal | conjunction,"to seek, look for | to ask a question | to wish for something, want, request | to require",1.2495553694163004,16,,54
mymr,"Masekhet: 5330025, Page: 16, Side: c, Line: 54, Word: 3",verb G,,,,,to say,to command,to think,idiomatic and special usages:,מימר,)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,16,,54
"""b(l","Masekhet: 5330025, Page: 16, Side: c, Line: 54, Word: 4",No data,,,,,,,,,בעל,None,No data,,23.98480797695953,16,,54
"wpyr$""","Masekhet: 5330025, Page: 16, Side: c, Line: 54, Word: 5",No data,,,,,,,,,ופירש,None,No data,,23.98480797695953,16,,54
)yt,"Masekhet: 5330025, Page: 16, Side: c, Line: 54, Word: 6",verb G,,,,,,,,,אית,)yt,verb peal,,0.349967298137715,16,,54
db(y,"Masekhet: 5330025, Page: 16, Side: c, Line: 54, Word: 7",verb G,c,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,דבעי,d_ d_ c,verb peal | conjunction,"to seek, look for | to ask a question | to wish for something, want, request | to require",1.2495553694163004,16,,54
mymr,"Masekhet: 5330025, Page: 16, Side: c, Line: 54, Word: 8",verb G,,,,,to say,to command,to think,idiomatic and special usages:,מימר,)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,16,,54
