text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings,word_percentage_yersushalmi,Page,Side,Line
$lwx,"Masekhet: 5330020, Page: 63, Side: c, Line: 56, Word: 3",No data,,,,,,,,,שלוח,None,No data,,23.98480797695953,63,,56
"cybwr""","Masekhet: 5330020, Page: 63, Side: c, Line: 56, Word: 4",No data,,,,,,,,,ציבור,None,No data,,23.98480797695953,63,,56
r',"Masekhet: 5330020, Page: 63, Side: c, Line: 64, Word: 0",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher,4.462369909696963,63,,64
tnxwM,"Masekhet: 5330020, Page: 63, Side: c, Line: 64, Word: 1",PN Personal name,,,,,,,,,תנחום,tnxwM,proper name Personal name,,0.020653807758947117,63,,64
)dr(y),"Masekhet: 5330020, Page: 63, Side: c, Line: 64, Word: 2",A02,,,,,of Edrei,,,,אדרעיא,)dr(y,adjective singular determined,of Edrei,0.004589735057543803,63,,64
"""mhw","Masekhet: 5330020, Page: 63, Side: d, Line: 09, Word: 0",No data,,,,,,,,,מהו,None,No data,,23.98480797695953,63,,09
w)rC,"Masekhet: 5330020, Page: 63, Side: d, Line: 09, Word: 1",No data,,,,,,,,,וארץ,None,No data,,23.98480797695953,63,,09
rp)yM,"Masekhet: 5330020, Page: 63, Side: d, Line: 09, Word: 2",No data,,,,,,,,,רפאים,None,No data,,23.98480797695953,63,,09
"tpyl""","Masekhet: 5330020, Page: 63, Side: d, Line: 09, Word: 3",No data,,,,,,,,,תפיל,None,No data,,23.98480797695953,63,,09
)m',"Masekhet: 5330020, Page: 63, Side: d, Line: 09, Word: 4",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,63,,09
r',"Masekhet: 5330020, Page: 63, Side: d, Line: 09, Word: 5",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher,4.462369909696963,63,,09
tnxwM,"Masekhet: 5330020, Page: 63, Side: d, Line: 09, Word: 6",PN Personal name,,,,,,,,,תנחום,tnxwM,proper name Personal name,,0.020653807758947117,63,,09
)dr(yy),"Masekhet: 5330020, Page: 63, Side: d, Line: 09, Word: 7",A02,,,,,of Edrei,,,,אדרעייא,)dr(y,adjective singular determined,of Edrei,0.004589735057543803,63,,09
w)r(),"Masekhet: 5330020, Page: 63, Side: d, Line: 09, Word: 8",noun sg. emphatic,c,,,,ground; land; Earth,"and, also",,,וארעא,w_,noun sg. emphatic | conjunction,"ground; land; Earth | and, also",5.046413695769412,63,,09
tpqydh,"Masekhet: 5330020, Page: 63, Side: d, Line: 09, Word: 9",noun sg. emphatic,,,,,entrusted one,,,,תפקידה,tpqyd,noun sg. emphatic,entrusted one,0.0022948675287719016,63,,09
tplT,"Masekhet: 5330020, Page: 63, Side: d, Line: 09, Word: 10",verb G,,,,,(intrans.) to escape,(trans.) to eject,,,תפלט,plT,verb peal,(intrans.) to escape | (trans.) to eject,0.004589735057543803,63,,09
l),"Masekhet: 5330020, Page: 63, Side: d, Line: 19, Word: 0",a01 C,,,,,"no, not",,,,לא,l),a01 (h)aphel,"no, not",1.3195488290438433,63,,19
dmy,"Masekhet: 5330020, Page: 63, Side: d, Line: 19, Word: 1",verb G,,,,,to be like,ptcp. :,,,דמי,dmy,verb peal,to be like | ptcp. :,0.07458319468508681,63,,19
hhw),"Masekhet: 5330020, Page: 63, Side: d, Line: 19, Word: 2",P01 C,,,,,that one (m.),,,,ההוא,hhw),preposition independent (h)aphel,that one (m.),0.16178816077841907,63,,19
dmyql,"Masekhet: 5330020, Page: 63, Side: d, Line: 19, Word: 3",c,verb C,,,,": to make something lighter, remove a burden",to treat lightly,to hasten,to curse,דמיקל,qll,conjunction | verb (h)aphel,": to make something lighter, remove a burden | to treat lightly | to hasten | to curse",0.045897350575438034,63,,19
lhw),"Masekhet: 5330020, Page: 63, Side: d, Line: 19, Word: 4",P01 C,p03,,,,that one (m.),,,,להוא,l_,preposition independent (h)aphel | preposition proclitic,that one (m.),5.087721311287306,63,,19
dl),"Masekhet: 5330020, Page: 63, Side: d, Line: 19, Word: 5",c,c,,,,if,,,,דלא,d_ d_ c,conjunction | conjunction,if,1.2495553694163004,63,,19
mcly,"Masekhet: 5330020, Page: 63, Side: d, Line: 19, Word: 6",verb D,,,,,to pray,to bend,to set,,מצלי,cly,verb pael,to pray | to bend | to set,0.07802549597824465,63,,19
wl),"Masekhet: 5330020, Page: 63, Side: d, Line: 19, Word: 7",a01 C,c,,,,"no, not","and, also",,,ולא,w_,a01 (h)aphel | conjunction,"no, not | and, also",5.046413695769412,63,,19
myql,"Masekhet: 5330020, Page: 63, Side: d, Line: 19, Word: 8",verb C,,,,,": to make something lighter, remove a burden",to treat lightly,to hasten,to curse,מיקל,qll,verb (h)aphel,": to make something lighter, remove a burden | to treat lightly | to hasten | to curse",0.045897350575438034,63,,19
bhw),"Masekhet: 5330020, Page: 63, Side: d, Line: 21, Word: 0",p02,P01 C,,,,"in, with",that one (m.),,,בהוא,hhw),preposition with pronominal suffix | preposition independent (h)aphel,"in, with | that one (m.)",0.16178816077841907,63,,21
dl),"Masekhet: 5330020, Page: 63, Side: d, Line: 21, Word: 1",c,a01,,,,"no, not",,,,דלא,l),conjunction | a01,"no, not",1.3195488290438433,63,,21
)dkr,"Masekhet: 5330020, Page: 63, Side: d, Line: 21, Word: 2",verb C,,,,,to recall,to remind,,,אדכר,dkr,verb (h)aphel,to recall | to remind,0.022948675287719017,63,,21
l),"Masekhet: 5330020, Page: 63, Side: d, Line: 21, Word: 3",a01 C,,,,,"no, not",,,,לא,l),a01 (h)aphel,"no, not",1.3195488290438433,63,,21
"""Tl""","Masekhet: 5330020, Page: 63, Side: d, Line: 21, Word: 4",No data,,,,,,,,,טל,None,No data,,23.98480797695953,63,,21
wl),"Masekhet: 5330020, Page: 63, Side: d, Line: 21, Word: 5",a01 C,c,,,,"no, not","and, also",,,ולא,w_,a01 (h)aphel | conjunction,"no, not | and, also",5.046413695769412,63,,21
"""mTr""","Masekhet: 5330020, Page: 63, Side: d, Line: 21, Word: 6",No data,,,,,,,,,מטר,None,No data,,23.98480797695953,63,,21
{{bny,"Masekhet: 5330020, Page: 63, Side: d, Line: 29, Word: 0",noun pl. construct,,,,,son,,,,בני,br,noun pl. construct,son,0.7733703571961309,63,,29
nwwh}}{^bnynwwh^},"Masekhet: 5330020, Page: 63, Side: d, Line: 29, Word: 1",GN Geographic name,,,,,,,,,נווה,nwwh,geographical name Geographic name,,0.0011474337643859508,63,,29
crkwN,"Masekhet: 5330020, Page: 63, Side: d, Line: 29, Word: 2",verb G,,,,,to be in want,to need,to be necessary,to be in doubt,צרכון,crk,verb peal,to be in want | to need | to be necessary | to be in doubt,0.034423012931578525,63,,29
lmy(bd,"Masekhet: 5330020, Page: 63, Side: d, Line: 29, Word: 3",verb G,p02,,,,to make,"to do, perform, act in a certain manner","to designate, make into",idiomatic expressions:,למיעבד,l_,verb peal | preposition with pronominal suffix,"to make | to do, perform, act in a certain manner | to designate, make into | idiomatic expressions:",5.087721311287306,63,,29
t(ny,"Masekhet: 5330020, Page: 63, Side: d, Line: 29, Word: 4",noun sg. abs. or construct,,,,,fast day,,,,תעני,t(ny,noun sg. abs. or construct,fast day,0.043602483046666134,63,,29
btr,"Masekhet: 5330020, Page: 63, Side: d, Line: 30, Word: 0",p01 C,,,,,after,,,,בתר,btr,preposition independent (h)aphel,after,0.08491009856456036,63,,30
psx),"Masekhet: 5330020, Page: 63, Side: d, Line: 30, Word: 1",noun sg. emphatic,,,,,Passover,,,,פסחא,psx,noun sg. emphatic,Passover,0.018358940230175213,63,,30
)twN,"Masekhet: 5330020, Page: 63, Side: d, Line: 30, Word: 2",verb G,,,,,to come,to occur; w.,: to befall,to be fitting,אתון,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting,0.7561588507303416,63,,30
w$)lwN,"Masekhet: 5330020, Page: 63, Side: d, Line: 30, Word: 3",verb G,c,,,,to ask,to ask for something,,,ושאלון,w_,verb peal | conjunction,to ask | to ask for something,5.046413695769412,63,,30
lr',"Masekhet: 5330020, Page: 63, Side: d, Line: 30, Word: 4",p03,N,,,,chief; teacher,,,,לר',rby#2 rby#2 noun sg. abs. or construct,preposition proclitic | noun,chief; teacher,4.462369909696963,63,,30
wtmyh,"Masekhet: 5330020, Page: 63, Side: d, Line: 46, Word: 0",verb G,c,,,,"to wonder at, be amazed",to stand still in amazement,,,ותמיה,w_,verb peal | conjunction,"to wonder at, be amazed | to stand still in amazement",5.046413695769412,63,,46
)n),"Masekhet: 5330020, Page: 63, Side: d, Line: 47, Word: 0",P01 C,,,,,I,,,,אנא,)nh,preposition independent (h)aphel,I,0.30406994756227695,63,,47
hyK,"Masekhet: 5330020, Page: 63, Side: d, Line: 47, Word: 1",a01 C,,,,,how,,,,היך,hyk,a01 (h)aphel,how,0.09408956867964796,63,,47
rbnN,"Masekhet: 5330020, Page: 63, Side: d, Line: 47, Word: 2",noun pl. emphatic,,,,,chief; teacher,,,,רבנן,rb,noun pl. emphatic,chief; teacher,1.192183681197003,63,,47
mdmyy,"Masekhet: 5330020, Page: 63, Side: d, Line: 47, Word: 3",verb D,,,,,to compare x to y (w. double accus.),to make something like,"to draw a conclusion, imagine, envision",,מדמיי,dmy,verb pael,"to compare x to y (w. double accus.) | to make something like | to draw a conclusion, imagine, envision",0.07458319468508681,63,,47
"""yrydt","Masekhet: 5330020, Page: 63, Side: d, Line: 47, Word: 4",No data,,,,,,,,,ירידת,None,No data,,23.98480797695953,63,,47
g$myM,"Masekhet: 5330020, Page: 63, Side: d, Line: 47, Word: 5",No data,,,,,,,,,גשמים,None,No data,,23.98480797695953,63,,47
ltxyyt,"Masekhet: 5330020, Page: 63, Side: d, Line: 47, Word: 6",No data,,,,,,,,,לתחיית,None,No data,,23.98480797695953,63,,47
"hmtyM""","Masekhet: 5330020, Page: 63, Side: d, Line: 47, Word: 7",No data,,,,,,,,,המתים,None,No data,,23.98480797695953,63,,47
wl),"Masekhet: 5330020, Page: 63, Side: d, Line: 47, Word: 8",a01 C,c,,,,"no, not","and, also",,,ולא,w_,a01 (h)aphel | conjunction,"no, not | and, also",5.046413695769412,63,,47
dmyy),"Masekhet: 5330020, Page: 63, Side: d, Line: 47, Word: 9",verb G,,,,,to be like,ptcp. :,,,דמייא,dmy,verb peal,to be like | ptcp. :,0.07458319468508681,63,,47
b(y,"Masekhet: 5330020, Page: 63, Side: d, Line: 47, Word: 10",verb G,,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בעי,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require",0.4991336875078886,63,,47
br n$),"Masekhet: 5330020, Page: 63, Side: d, Line: 47, Word: 11",N,,,,,"human, person",,,,בר נשא,brn$ brn$ noun sg. emphatic,noun,"human, person",0.010326903879473558,63,,47
yyxwN,"Masekhet: 5330020, Page: 63, Side: d, Line: 48, Word: 0",verb G,,,,,to live,"to revive, come back to life",to make a living,(coals) to glow,ייחון,xyy,verb peal,"to live | to revive, come back to life | to make a living | (coals) to glow",0.022948675287719017,63,,48
mytyy),"Masekhet: 5330020, Page: 63, Side: d, Line: 48, Word: 1",A,,,,,dead,,,,מיתייא,myt myt noun pl. emphatic,adjective,dead,0.0022948675287719016,63,,48
