text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings,word_percentage_yersushalmi,Page,Side,Line
$m(yN,"Masekhet: 5330033, Page: 17, Side: a, Line: 21, Word: 1",verb G,,,,,to hear (w. d.o. or,) something,to listen,,שמעין,$m(,verb peal,to hear (w. d.o. or | ) something | to listen,0.4142235889433282,17,,21
l),"Masekhet: 5330033, Page: 17, Side: a, Line: 21, Word: 2",a01 C,,,,,"no, not",,,,לא,l),a01 (h)aphel,"no, not",1.3195488290438433,17,,21
lb(lh,"Masekhet: 5330033, Page: 17, Side: a, Line: 21, Word: 3",N,p03,,,,husband; lord; master,,,,לבעלה,l_,noun | preposition proclitic,husband; lord; master,5.087721311287306,17,,21
""")m'","Masekhet: 5330033, Page: 17, Side: a, Line: 21, Word: 4",No data,,,,,,,,,אמ',None,No data,,23.98480797695953,17,,21
r',"Masekhet: 5330033, Page: 17, Side: a, Line: 21, Word: 5",No data,,,,,,,,,ר',None,No data,,23.98480797695953,17,,21
"mtnyyh""","Masekhet: 5330033, Page: 17, Side: a, Line: 21, Word: 6",No data,,,,,,,,,מתנייה,None,No data,,23.98480797695953,17,,21
hd),"Masekhet: 5330033, Page: 17, Side: a, Line: 21, Word: 7",P01 C,,,,,this (f.),,,,הדא,hd),preposition independent (h)aphel,this (f.),0.6471526431136763,17,,21
dtymr,"Masekhet: 5330033, Page: 17, Side: a, Line: 21, Word: 8",verb G,c,,,,to say,to command,to think,idiomatic and special usages:,דתימר,d_ d_ c,verb peal | conjunction,to say | to command | to think | idiomatic and special usages:,1.2495553694163004,17,,21
bhw),"Masekhet: 5330033, Page: 17, Side: a, Line: 21, Word: 9",p02,P01 C,,,,"in, with",that one (m.),,,בהוא,hhw),preposition with pronominal suffix | preposition independent (h)aphel,"in, with | that one (m.)",0.16178816077841907,17,,21
dlyt,"Masekhet: 5330033, Page: 17, Side: a, Line: 21, Word: 10",c,verb G,,,,,,,,דלית,lyt,conjunction | verb peal,,0.5083131576229762,17,,21
dynyh,"Masekhet: 5330033, Page: 17, Side: a, Line: 21, Word: 11",noun sg. emphatic,,,,,judgment,,,,דיניה,dyn,noun sg. emphatic,judgment,0.055076820690525635,17,,21
(ymyh,"Masekhet: 5330033, Page: 17, Side: a, Line: 21, Word: 12",p02 C,,,,,with,,,,עימיה,(m,preposition with pronominal suffix (h)aphel,with,0.23751878922789182,17,,21
brM,"Masekhet: 5330033, Page: 17, Side: a, Line: 22, Word: 0",c,,,,,"but, however",,,,ברם,brm,conjunction,"but, however",0.06769859209877109,17,,22
bhw),"Masekhet: 5330033, Page: 17, Side: a, Line: 22, Word: 1",p02,P01 C,,,,"in, with",that one (m.),,,בהוא,hhw),preposition with pronominal suffix | preposition independent (h)aphel,"in, with | that one (m.)",0.16178816077841907,17,,22
d)yt,"Masekhet: 5330033, Page: 17, Side: a, Line: 22, Word: 2",verb G,c,,,,,,,,דאית,d_ d_ c,verb peal | conjunction,,1.2495553694163004,17,,22
